"","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"14442","ENSMUSG00000020361",15525,"Hspa4","protein_coding","11",53150641,53191284
"14443","ENSMUSG00000053024",21367,"Cntn2","protein_coding","1",132437165,132470994
"14444","ENSMUSG00000044857",224640,"Lemd2","protein_coding","17",27408574,27423443
"14445","ENSMUSG00000004961",53420,"Syt5","protein_coding","7",4542764,4550540
"14446","ENSMUSG00000028255",23844,"Clca1","protein_coding","3",144709578,144738537
"14447","ENSMUSG00000048170",210711,"Mcmbp","protein_coding","7",128298165,128342219
"14448","ENSMUSG00000057738",20740,"Sptan1","protein_coding","2",29855572,29921463
"14449","ENSMUSG00000018239",67966,"Zcchc10","protein_coding","11",53215506,53224128
"14450","ENSMUSG00000049971",319804,"Glt1d1","protein_coding","5",127709326,127786438
"14451","ENSMUSG00000034640",99929,"Tiparp","protein_coding","3",65435831,65462939
"14452","ENSMUSG00000034259",109075,"Exosc4","protein_coding","15",76211597,76214877
"14453","ENSMUSG00000034135",70661,"Sik3","protein_coding","9",45924118,46135492
"14454","ENSMUSG00000049470",93736,"Aff4","protein_coding","11",53241660,53312657
"14455","ENSMUSG00000015721",23968,"Nlrp5","protein_coding","7",23085314,23141347
"14456","ENSMUSG00000022561",14731,"Gpaa1","protein_coding","15",76215431,76219107
"14457","ENSMUSG00000000563",11950,"Atp5pb","protein_coding","3",105850014,105867415
"14458","ENSMUSG00000033963",70979,"Fancd2os","protein_coding","6",113573722,113577676
"14459","ENSMUSG00000094892",627576,"Vmn2r101","protein_coding","17",19797489,19832579
"14460","ENSMUSG00000033940",101314,"Brk1","protein_coding","6",113581733,113593912
"14461","ENSMUSG00000053873",503692,"Aym1","protein_coding","5",113505160,113505687
"14462","ENSMUSG00000029992",14583,"Gfpt1","protein_coding","6",87019828,87069179
"14463","ENSMUSG00000034310",243274,"Tmem132d","protein_coding","5",127858694,128510141
"14464","ENSMUSG00000028556",67299,"Dock7","protein_coding","4",98824908,99009152
"14465","ENSMUSG00000023912",74011,"Slc25a27","protein_coding","17",43952782,43978105
"14466","ENSMUSG00000063430",320916,"Wscd2","protein_coding","5",113638199,113727786
"14467","ENSMUSG00000074579",624866,"Lekr1","protein_coding","3",65573649,65738776
"14468","ENSMUSG00000036216",259301,"Leap2","protein_coding","11",53313008,53313997
"14469","ENSMUSG00000044894",22272,"Uqcrq","protein_coding","11",53318749,53321658
"14470","ENSMUSG00000022551",66445,"Cyc1","protein_coding","15",76227723,76230460
"14471","ENSMUSG00000031594",234199,"Fgl1","protein_coding","8",41644471,41668193
"14472","ENSMUSG00000042190",14747,"Cmklr1","protein_coding","5",113750415,113788487
"14473","ENSMUSG00000046207",104709,"Pik3r6","protein_coding","11",68393845,68443524
"14474","ENSMUSG00000036960",229933,"Clca2","protein_coding","3",144776024,144805204
"14475","ENSMUSG00000035898",231380,"Uba6","protein_coding","5",86257146,86320662
"14476","ENSMUSG00000033249",26386,"Hsf4","protein_coding","8",105996433,106002477
"14477","ENSMUSG00000095961",224572,"Vmn2r102","protein_coding","17",19880590,19929795
"14478","ENSMUSG00000022552",106025,"Sharpin","protein_coding","15",76231240,76235311
"14479","ENSMUSG00000090891",52372,"D6Ertd527e","protein_coding","6",87081728,87089979
"14480","ENSMUSG00000032083",11806,"Apoa1","protein_coding","9",46139878,46141764
"14481","ENSMUSG00000091771",627636,"Vmn2r103","protein_coding","17",19993625,20032798
"14482","ENSMUSG00000029772",74340,"Ahcyl2","protein_coding","6",29768010,29912309
"14483","ENSMUSG00000000561",70465,"Wdr77","protein_coding","3",105866685,105877353
"14484","ENSMUSG00000032482",29873,"Cspg5","protein_coding","9",110072851,110091644
"14485","ENSMUSG00000018238",14566,"Gdf9","protein_coding","11",53321850,53328731
"14486","ENSMUSG00000022553",68877,"Maf1","protein_coding","15",76235494,76238580
"14487","ENSMUSG00000048329",215723,"Mfsd6l","protein_coding","11",68447012,68449071
"14488","ENSMUSG00000045915",276920,"Ccdc42","protein_coding","11",68477847,68488792
"14489","ENSMUSG00000032081",11814,"Apoc3","protein_coding","9",46144231,46146934
"14490","ENSMUSG00000024082",73694,"Ndufaf7","protein_coding","17",79244565,79255481
"14491","ENSMUSG00000018387",71774,"Shroom1","protein_coding","11",53348032,53358593
"14492","ENSMUSG00000042184",NA,"1700069L16Rik","protein_coding","5",113830483,113862833
"14493","ENSMUSG00000030533",101869,"Unc45a","protein_coding","7",79975040,79997741
"14494","ENSMUSG00000081683",93897,"Fzd10","protein_coding","5",128677908,128681157
"14495","ENSMUSG00000074340",12659,"Ovgp1","protein_coding","3",105881027,105894739
"14496","ENSMUSG00000053334",231630,"Ficd","protein_coding","5",113873864,113878661
"14497","ENSMUSG00000032080",11808,"Apoa4","protein_coding","9",46151994,46154757
"14498","ENSMUSG00000029255",14715,"Gnrhr","protein_coding","5",86328613,86345760
"14499","ENSMUSG00000032396",213550,"Dis3l","protein_coding","9",64214038,64248570
"14500","ENSMUSG00000048520",320118,"Fbxl13","protein_coding","5",21688845,21850632
"14501","ENSMUSG00000109179",102638882,"Gm35339","protein_coding","15",76238632,76249401
"14502","ENSMUSG00000022554",59053,"Hgh1","protein_coding","15",76253098,76255637
"14503","ENSMUSG00000044352",237761,"Sowaha","protein_coding","11",53367400,53371101
"14504","ENSMUSG00000010136",100503311,"Pifo","protein_coding","3",105904273,105921962
"14505","ENSMUSG00000060794",73542,"Tssk5","protein_coding","15",76256152,76259138
"14506","ENSMUSG00000017686",59040,"Rhot1","protein_coding","11",80099845,80158733
"14507","ENSMUSG00000051225",239463,"Fam83a","protein_coding","15",57848815,57874405
"14508","ENSMUSG00000090175",394434,"Ugt1a9","protein_coding","1",87998522,88146719
"14509","ENSMUSG00000014776",78688,"Nol3","protein_coding","8",106002772,106008571
"14510","ENSMUSG00000101892",75758,"9130401M01Rik","protein_coding","15",57885655,57897721
"14511","ENSMUSG00000043873",229687,"Chil5","protein_coding","3",105924235,105940130
"14512","ENSMUSG00000014837",74356,"4931428F04Rik","protein_coding","8",106007041,106016496
"14513","ENSMUSG00000030798",12493,"Cd37","protein_coding","7",44883056,44888539
"14514","ENSMUSG00000022362",NA,"Gm29394","protein_coding","15",57891639,57939821
"14515","ENSMUSG00000027829",56706,"Ccnl1","protein_coding","3",65853572,65865670
"14516","ENSMUSG00000022361",22770,"Zhx1","protein_coding","15",57910399,57939937
"14517","ENSMUSG00000090315",22313,"Vmn2r104","protein_coding","17",20248680,20268598
"14518","ENSMUSG00000043251",277978,"Exoc3l","protein_coding","8",106016556,106022733
"14519","ENSMUSG00000022360",70472,"Atad2","protein_coding","15",57957440,57998478
"14520","ENSMUSG00000039883",74511,"Lrrc17","protein_coding","5",21748557,21780902
"14521","ENSMUSG00000089675",613123,"Ugt1a8","protein_coding","1",88015535,88146726
"14522","ENSMUSG00000061184",435845,"Tmprss11c","protein_coding","5",86379340,86437167
"14523","ENSMUSG00000071276",321021,"Fpr-rs7","protein_coding","17",20333472,20334488
"14524","ENSMUSG00000014859",104394,"E2f4","protein_coding","8",106024295,106032002
"14525","ENSMUSG00000026623",226856,"Lpgat1","protein_coding","1",191449946,191516367
"14526","ENSMUSG00000090715",622032,"Vmn1r167","protein_coding","7",23203071,23206631
"14527","ENSMUSG00000018974",53890,"Sart3","protein_coding","5",113880507,113910571
"14528","ENSMUSG00000094152",381884,"Slc6a16","protein_coding","7",44890509,44922791
"14529","ENSMUSG00000014791",234683,"Elmo3","protein_coding","8",106032233,106037392
"14530","ENSMUSG00000023963",56050,"Cyp39a1","protein_coding","17",43978316,44062322
"14531","ENSMUSG00000035429",545902,"Ptprh","protein_coding","7",4551611,4607040
"14532","ENSMUSG00000035032",208583,"Nek11","protein_coding","9",105039355,105272723
"14533","ENSMUSG00000027831",72789,"Veph1","protein_coding","3",65960979,66204258
"14534","ENSMUSG00000022359",76773,"Wdyhv1","protein_coding","15",58004773,58022061
"14535","ENSMUSG00000061259",231382,"Tmprss11d","protein_coding","5",86450076,86521279
"14536","ENSMUSG00000055116",11865,"Arntl","protein_coding","7",112806672,112913333
"14537","ENSMUSG00000054836",72341,"Elp6","protein_coding","9",110134241,110151170
"14538","ENSMUSG00000022358",67731,"Fbxo32","protein_coding","15",58039275,58078328
"14539","ENSMUSG00000041679",234684,"Lrrc29","protein_coding","8",106038897,106052910
"14540","ENSMUSG00000014856",66320,"Tmem208","protein_coding","8",106052986,106061851
"14541","ENSMUSG00000038525",67211,"Armc10","protein_coding","5",21850811,21867692
"14542","ENSMUSG00000022357",268807,"Klhl38","protein_coding","15",58177969,58187565
"14543","ENSMUSG00000062778",81600,"Chia1","protein_coding","3",106020545,106039436
"14544","ENSMUSG00000055114",69787,"Anxa13","protein_coding","15",58204867,58261093
"14545","ENSMUSG00000037119",210998,"Fam91a1","protein_coding","15",58287317,58329589
"14546","ENSMUSG00000032079",66113,"Apoa5","protein_coding","9",46179931,46183217
"14547","ENSMUSG00000028553",30924,"Angptl3","protein_coding","4",98919191,98934348
"14548","ENSMUSG00000072845",194597,"Tmprss11a","protein_coding","5",86558269,86616849
"14549","ENSMUSG00000003402",19089,"Prkcsh","protein_coding","9",21914102,21925518
"14550","ENSMUSG00000028550",242557,"Atg4c","protein_coding","4",99082171,99148024
"14551","ENSMUSG00000044968",242864,"Napepld","protein_coding","5",21867899,21906394
"14552","ENSMUSG00000014778",234686,"Fhod1","protein_coding","8",106055795,106074585
"14553","ENSMUSG00000025825",66383,"Iscu","protein_coding","5",113910809,113916349
"14554","ENSMUSG00000056910",22312,"Vmn2r107","protein_coding","17",20565504,20603375
"14555","ENSMUSG00000070891",NA,"Gm12689","protein_coding","4",99184137,99185495
"14556","ENSMUSG00000028745",12345,"Capzb","protein_coding","4",138920210,139019129
"14557","ENSMUSG00000027832",19288,"Ptx3","protein_coding","3",66127331,66133226
"14558","ENSMUSG00000022295",66335,"Atp6v1c1","protein_coding","15",38662177,38692690
"14559","ENSMUSG00000026018",70375,"Ica1l","protein_coding","1",60021649,60082343
"14560","ENSMUSG00000027695",18805,"Pld1","protein_coding","3",27992844,28187511
"14561","ENSMUSG00000033420",69538,"Antxr1","protein_coding","6",87110835,87312803
"14562","ENSMUSG00000014786",277973,"Slc9a5","protein_coding","8",106075475,106096513
"14563","ENSMUSG00000039601",53901,"Rcan2","protein_coding","17",44112242,44350407
"14564","ENSMUSG00000079451",320454,"Tmprss11g","protein_coding","5",86633735,86666459
"14565","ENSMUSG00000014782",102075,"Plekhg4","protein_coding","8",106099906,106109494
"14566","ENSMUSG00000022296",118452,"Baalc","protein_coding","15",38740784,38816307
"14567","ENSMUSG00000054675",231633,"Tmem119","protein_coding","5",113931790,113938577
"14568","ENSMUSG00000022297",14368,"Fzd6","protein_coding","15",38869429,38901583
"14569","ENSMUSG00000048163",20345,"Selplg","protein_coding","5",113956597,113970705
"14570","ENSMUSG00000048764",243083,"Tmprss11f","protein_coding","5",86669757,86780283
"14571","ENSMUSG00000051648",279499,"Kctd19","protein_coding","8",106109439,106140134
"14572","ENSMUSG00000054196",68588,"Cthrc1","protein_coding","15",38940327,38950516
"14573","ENSMUSG00000032567",66595,"Aste1","protein_coding","9",105272591,105289428
"14574","ENSMUSG00000022299",69906,"Slc25a32","protein_coding","15",38954626,38976111
"14575","ENSMUSG00000029423",57749,"Piwil1","protein_coding","5",128779588,128832538
"14576","ENSMUSG00000074291",100043101,"Vmn1r168","protein_coding","7",23239157,23246873
"14577","ENSMUSG00000017692",246104,"Rhbdl3","protein_coding","11",80191738,80246781
"14578","ENSMUSG00000094602",100043103,"Vmn1r169","protein_coding","7",23274951,23278274
"14579","ENSMUSG00000094187",546944,"Vmn1r170","protein_coding","7",23305600,23306514
"14580","ENSMUSG00000045282",68255,"Tmem86b","protein_coding","7",4631039,4634421
"14581","ENSMUSG00000055319",207352,"Sec23ip","protein_coding","7",128346667,128386560
"14582","ENSMUSG00000057181",70591,"5730455P16Rik","protein_coding","11",80251318,80268860
"14583","ENSMUSG00000067614",16679,"Krt86","protein_coding","15",101371359,101377867
"14584","ENSMUSG00000091151",665525,"Vmn1r224","protein_coding","17",20634408,20645605
"14585","ENSMUSG00000032485",235623,"Scap","protein_coding","9",110162356,110214018
"14586","ENSMUSG00000028744",212555,"Slc66a1","protein_coding","4",139021340,139038019
"14587","ENSMUSG00000067613",100126226,"Krt83","protein_coding","15",101383011,101389393
"14588","ENSMUSG00000054320",270091,"Lrrc36","protein_coding","8",106140203,106190718
"14589","ENSMUSG00000030050",66283,"Gkn1","protein_coding","6",87322632,87327924
"14590","ENSMUSG00000026622",18005,"Nek2","protein_coding","1",191553556,191565162
"14591","ENSMUSG00000063239",268934,"Grm4","protein_coding","17",27641361,27740377
"14592","ENSMUSG00000030532",68695,"Hddc3","protein_coding","7",79992852,80000295
"14593","ENSMUSG00000116336",53622,"Gm49425","protein_coding","15",101413801,101422054
"14594","ENSMUSG00000044294",16680,"Krt84","protein_coding","15",101433461,101441255
"14595","ENSMUSG00000049548",114566,"Krt82","protein_coding","15",101449649,101459102
"14596","ENSMUSG00000030049",66284,"Gkn2","protein_coding","6",87350339,87356479
"14597","ENSMUSG00000028549",67733,"Itgb3bp","protein_coding","4",99653639,99787010
"14598","ENSMUSG00000020923",21429,"Ubtf","protein_coding","11",102195386,102210568
"14599","ENSMUSG00000048699",239673,"Krt90","protein_coding","15",101460791,101471385
"14600","ENSMUSG00000049676",320225,"Catsperg1","protein_coding","7",28880746,28913460
"14601","ENSMUSG00000003410",15571,"Elavl3","protein_coding","9",21926301,21963319
"14602","ENSMUSG00000030048",68888,"Gkn3","protein_coding","6",87360238,87365917
"14603","ENSMUSG00000030046",12154,"Bmp10","protein_coding","6",87405976,87414659
"14604","ENSMUSG00000028743",110198,"Akr7a5","protein_coding","4",139038055,139045737
"14605","ENSMUSG00000091119",100039139,"Ccdc152","protein_coding","15",3309552,3333008
"14606","ENSMUSG00000111842",NA,"Gm49318","protein_coding","9",21947676,21982555
"14607","ENSMUSG00000005103",22388,"Wdr1","protein_coding","5",38684156,38720564
"14608","ENSMUSG00000039629",320609,"Strip2","protein_coding","6",29917011,29959680
"14609","ENSMUSG00000036057",104831,"Ptpn23","protein_coding","9",110214150,110237281
"14610","ENSMUSG00000040809",12655,"Chil3","protein_coding","3",106054870,106074880
"14611","ENSMUSG00000016942",71753,"Tmprss6","protein_coding","15",78323867,78352834
"14612","ENSMUSG00000014846",67971,"Tppp3","protein_coding","8",106194125,106198158
"14613","ENSMUSG00000028741",69902,"Mrto4","protein_coding","4",139074746,139079887
"14614","ENSMUSG00000037434",22782,"Slc30a1","protein_coding","1",191638879,191645359
"14615","ENSMUSG00000090124",394432,"Ugt1a7c","protein_coding","1",88022784,88147724
"14616","ENSMUSG00000039199",70796,"Zdhhc1","protein_coding","8",106199055,106223534
"14617","ENSMUSG00000035305",26563,"Ror1","protein_coding","4",99952988,100301962
"14618","ENSMUSG00000038895",319601,"Zfp653","protein_coding","9",21966707,21982672
"14619","ENSMUSG00000027833",20429,"Shox2","protein_coding","3",66879060,66889104
"14620","ENSMUSG00000029017",73078,"Pmpcb","protein_coding","5",21942139,21962150
"14621","ENSMUSG00000069733",381534,"Ube2u","protein_coding","4",100336046,100407344
"14622","ENSMUSG00000031891",15484,"Hsd11b2","protein_coding","8",106245387,106250620
"14623","ENSMUSG00000013160",11972,"Atp6v0d1","protein_coding","8",106251097,106292679
"14624","ENSMUSG00000032484",18054,"Ngp","protein_coding","9",110248815,110252080
"14625","ENSMUSG00000063779",104183,"Chil4","protein_coding","3",106108806,106126823
"14626","ENSMUSG00000032078",22687,"Zpr1","protein_coding","9",46184362,46193941
"14627","ENSMUSG00000028637",73332,"Ccdc30","protein_coding","4",119179663,119272718
"14628","ENSMUSG00000003573",26558,"Homer3","protein_coding","8",70735477,70747011
"14629","ENSMUSG00000035861",319875,"Tmprss11b","protein_coding","5",86805490,86824221
"14630","ENSMUSG00000027902",229688,"Chil6","protein_coding","3",106294700,106313498
"14631","ENSMUSG00000023960",83965,"Enpp5","protein_coding","17",44389704,44397458
"14632","ENSMUSG00000028041",11490,"Adam15","protein_coding","3",89245849,89257303
"14633","ENSMUSG00000046572",100515,"Zfp518b","protein_coding","5",38825827,38842169
"14634","ENSMUSG00000054537",243084,"Tmprss11e","protein_coding","5",86853045,86893674
"14635","ENSMUSG00000062483",81012,"Vmn1r171","protein_coding","7",23330147,23333795
"14636","ENSMUSG00000057788",234374,"Ddx49","protein_coding","8",70745516,70755139
"14637","ENSMUSG00000004530",23790,"Coro1c","protein_coding","5",113980497,114046819
"14638","ENSMUSG00000068227",16185,"Il2rb","protein_coding","15",78363456,78379471
"14639","ENSMUSG00000035523",81010,"Vmn1r172","protein_coding","7",23357741,23367872
"14640","ENSMUSG00000070568",76713,"Slc6a21","protein_coding","7",44926937,44938422
"14641","ENSMUSG00000066839",26940,"Ecsit","protein_coding","9",21983542,21996734
"14642","ENSMUSG00000055681",59042,"Cope","protein_coding","8",70755168,70765643
"14643","ENSMUSG00000030047",232201,"Arhgap25","protein_coding","6",87435527,87510241
"14644","ENSMUSG00000044933",20607,"Sstr3","protein_coding","15",78421208,78428885
"14645","ENSMUSG00000046410",52150,"Kcnk6","protein_coding","7",28921351,28931940
"14646","ENSMUSG00000090145",394435,"Ugt1a6b","protein_coding","1",88030974,88146725
"14647","ENSMUSG00000033220",19354,"Rac2","protein_coding","15",78443367,78456983
